Pop Size,Mut Rate,Generation,Avg Fitness,Max Fitness,Avg Score,Avg Steps
100,0.01,3,3376.765,26062.5,0.05666666666666667,610.28
100,0.01,4,3767.145,23998.0,0.06666666666666667,637.3566666666667
100,0.01,5,3935.655,24003.0,0.06333333333333334,722.71
100,0.01,6,4646.48,21885.0,0.08,789.9266666666667
100,0.01,7,4410.775,31921.5,0.08666666666666667,650.4499999999999
100,0.01,8,4807.03,29837.5,0.09999999999999999,650.71
100,0.01,9,5651.71,23986.0,0.12666666666666668,665.12
100,0.01,10,5667.71,34015.0,0.13333333333333333,607.1366666666667
100,0.01,11,4468.225,34008.0,0.09000000000000001,638.8333333333334
100,0.01,12,6828.425,31946.5,0.13999999999999999,911.35
100,0.01,13,9229.505,41881.0,0.21666666666666667,943.0433333333334
100,0.01,14,8629.98,41938.0,0.19666666666666666,942.9933333333333
100,0.01,15,10123.675,40066.0,0.22,1194.05
100,0.01,16,10968.345,36080.0,0.24333333333333332,1239.59
100,0.01,17,8302.045,29827.0,0.15666666666666665,1219.8733333333332
100,0.01,18,8383.805,33974.0,0.16,1213.4766666666667
100,0.01,19,9974.06,43981.5,0.19333333333333333,1399.2700000000002
100,0.01,20,9056.12,51993.5,0.16333333333333333,1393.5900000000001
100,0.01,21,9373.14,31919.5,0.15666666666666665,1557.9466666666667
100,0.01,22,9875.995,44017.5,0.17666666666666667,1526.74
100,0.01,23,9550.715,42179.5,0.17,1487.1133333333335
100,0.01,24,12610.58,60340.0,0.2733333333333333,1473.5433333333333
100,0.01,25,10791.785,41985.0,0.20666666666666667,1530.87
100,0.01,26,10508.19,33992.0,0.20333333333333334,1472.33
100,0.01,27,9988.51,41985.5,0.17,1624.6366666666665
100,0.01,28,10901.22,34044.5,0.20666666666666667,1566.49
100,0.01,29,13132.01,36097.5,0.29,1480.9866666666667
100,0.01,30,13862.585,52012.0,0.31666666666666665,1458.0200000000002
100,0.01,31,14774.32,42021.5,0.35333333333333333,1398.6733333333334
100,0.01,32,15294.03,51973.0,0.36000000000000004,1499.11
100,0.01,33,17688.985,69971.5,0.4566666666666667,1339.97
100,0.01,34,19689.985,52003.0,0.5266666666666667,1308.3533333333332
100,0.01,35,19944.76,61968.5,0.5433333333333333,1229.77
100,0.01,36,19174.82,51959.5,0.53,1114.2566666666667
100,0.01,37,23153.74,59957.5,0.6466666666666666,1264.7633333333333
100,0.01,38,25030.96,70010.5,0.7266666666666667,1100.32
100,0.01,39,25239.69,69882.0,0.7366666666666667,1070.6133333333335
100,0.01,40,24471.755,62026.0,0.7000000000000001,1175.7933333333333
100,0.01,41,24985.765,69843.5,0.7333333333333334,1021.68
100,0.01,42,24476.335,60185.5,0.7133333333333334,1050.8033333333333
100,0.01,43,30993.77,80001.0,0.94,961.09
100,0.01,44,29721.655,69946.0,0.9,938.6266666666667
100,0.01,45,28849.01,72023.5,0.8566666666666666,1073.47
100,0.01,46,32134.575,79974.5,0.9733333333333333,1005.6166666666667
100,0.01,47,30495.8,90345.5,0.91,1086.8166666666666
100,0.01,48,31674.205,69978.5,0.9633333333333334,954.06
100,0.01,49,33373.9,79959.5,1.0266666666666666,890.1999999999999
100,0.01,50,34198.075,79947.5,1.0566666666666666,866.8333333333334
100,0.01,51,34268.345,79965.0,1.05,951.94
100,0.01,52,34931.15,90065.5,1.08,877.75
100,0.01,53,34693.225,80018.5,1.0666666666666667,928.3000000000001
100,0.01,54,33787.245,80117.5,1.0366666666666666,926.64
100,0.01,55,36968.99,79940.0,1.1433333333333333,920.6966666666667
100,0.01,56,38552.14,90087.5,1.22,693.18
100,0.01,57,39000.29,79972.0,1.2333333333333334,709.2466666666666
100,0.01,58,38531.965,90038.0,1.22,688.2133333333333
100,0.01,59,40132.92,130000.0,1.2666666666666666,751.14
100,0.01,60,42588.475,100023.5,1.3499999999999999,735.9833333333332
100,0.01,61,44176.85,80051.5,1.4100000000000001,668.9166666666666
100,0.01,62,41033.945,80113.5,1.3033333333333335,687.6566666666666
100,0.01,63,47028.555,100004.0,1.5,718.0266666666666
100,0.01,64,43462.38,109950.0,1.3766666666666667,758.8766666666667
100,0.01,65,43780.295,90064.5,1.3933333333333333,702.0066666666667
100,0.01,66,45781.12,90020.5,1.4633333333333332,670.09
100,0.01,67,42586.385,100052.0,1.3533333333333333,704.6366666666667
100,0.01,68,46293.585,90010.5,1.4933333333333334,548.2533333333333
100,0.01,69,46518.075,99963.0,1.5,555.85
100,0.01,70,48569.995,120028.5,1.5633333333333335,604.2066666666666
100,0.01,71,49940.73,119995.5,1.62,500.06
100,0.01,72,50097.375,100078.5,1.6366666666666667,390.73333333333335
100,0.01,73,50724.02,109996.5,1.6500000000000001,462.74
100,0.01,74,52482.8,99966.0,1.71,448.3666666666666
100,0.01,75,54468.745,110080.0,1.7733333333333334,475.8066666666667
100,0.01,76,51838.62,99977.5,1.6733333333333331,593.24
100,0.01,77,54256.015,100020.5,1.7633333333333334,503.3633333333333
100,0.01,78,52083.065,110040.0,1.6866666666666665,543.3466666666667
100,0.01,79,53696.27,109994.5,1.7466666666666668,485.47333333333336
100,0.01,80,55403.895,100028.5,1.8133333333333335,393.42333333333335
100,0.01,81,53978.235,99947.0,1.75,542.8533333333334
100,0.01,82,55554.27,100044.0,1.8166666666666667,409.47333333333336
100,0.01,83,52308.73,119948.5,1.6966666666666665,520.7266666666667
100,0.01,84,54502.375,119973.5,1.7766666666666666,455.55
100,0.01,85,54256.885,110171.0,1.7699999999999998,441.32
100,0.01,86,56498.35,120032.5,1.8433333333333335,453.5333333333333
100,0.01,87,54183.72,110129.5,1.7566666666666666,545.3566666666667
100,0.01,88,56229.245,102083.0,1.8233333333333333,558.8233333333334
100,0.01,89,55068.09,110074.5,1.79,506.93
100,0.01,90,55447.31,99906.0,1.8,533.7033333333333
100,0.01,91,56898.755,119955.5,1.86,422.9266666666667
100,0.01,92,58776.1,120042.0,1.92,447.48333333333335
100,0.01,93,62125.915,150324.5,2.0466666666666664,304.6466666666667
100,0.01,94,58358.885,120074.0,1.9133333333333333,378.08666666666664
100,0.01,95,59142.435,100066.5,1.9366666666666665,403.9533333333333
100,0.01,96,60327.065,109981.0,1.9766666666666666,400.03
100,0.01,97,59364.785,110033.0,1.9400000000000002,444.05333333333334
100,0.01,98,59302.235,130036.5,1.9366666666666665,454.78666666666663
100,0.01,99,62966.92,110015.0,2.066666666666667,381.2733333333333
100,0.01,100,65835.75,129922.0,2.17,306.8333333333333
100,0.05,1,1887.0,11937.0,0.02666666666666667,422.8666666666666
100,0.05,2,2431.91,21886.5,0.043333333333333335,437.07
100,0.05,3,2528.3,13962.5,0.04,497.5833333333333
100,0.05,4,2783.78,19832.0,0.049999999999999996,484.32666666666665
100,0.05,5,2012.94,16055.0,0.03333333333333333,398.24666666666667
100,0.05,6,3216.195,24004.0,0.05333333333333334,590.3066666666667
100,0.05,7,4136.35,29861.5,0.07333333333333333,690.8666666666667
100,0.05,8,3319.8,21894.0,0.05666666666666667,590.3833333333333
100,0.05,9,3649.095,19797.5,0.043333333333333335,822.8233333333333
100,0.05,10,4377.645,39910.5,0.08,703.89
100,0.05,11,5400.78,31969.5,0.09666666666666666,870.41
100,0.05,12,7102.42,49909.5,0.15333333333333335,870.89
100,0.05,13,7107.19,34025.5,0.16666666666666666,745.3299999999999
100,0.05,14,6502.995,49915.5,0.15333333333333335,679.29
100,0.05,15,7691.56,52010.0,0.18333333333333335,771.32
100,0.05,16,8866.075,41941.0,0.22999999999999998,699.5666666666666
100,0.05,17,10154.865,49896.5,0.26666666666666666,760.38
100,0.05,18,9998.46,51935.0,0.26333333333333336,741.6866666666666
100,0.05,19,12405.115,61933.0,0.34,774.2133333333333
100,0.05,20,11127.65,60049.5,0.29333333333333333,814.2833333333333
100,0.05,21,12705.055,59845.0,0.36000000000000004,681.3433333333334
100,0.05,22,13184.13,46057.5,0.35333333333333333,894.46
100,0.05,23,15499.805,79943.5,0.43333333333333335,868.2600000000001
100,0.05,24,14410.175,79901.5,0.38666666666666666,966.7333333333332
100,0.05,25,15211.745,69946.5,0.4166666666666667,934.7566666666667
100,0.05,26,17076.13,81983.5,0.49333333333333335,797.2933333333334
100,0.05,27,17455.865,61921.5,0.5066666666666667,790.4966666666666
100,0.05,28,18916.395,90280.5,0.5533333333333333,809.8566666666667
100,0.05,29,20438.76,90047.0,0.61,754.1033333333334
100,0.05,30,18828.895,79920.0,0.5466666666666666,845.7399999999999
100,0.05,31,19873.28,101980.0,0.58,858.4766666666666
100,0.05,32,25099.98,99977.0,0.7566666666666667,835.4433333333333
100,0.05,33,20821.995,62039.5,0.6233333333333334,748.5566666666667
100,0.05,34,25663.52,110047.5,0.7733333333333333,855.94
100,0.05,35,30907.63,92141.0,0.9533333333333333,805.8766666666667
100,0.05,36,25813.145,110050.5,0.7866666666666666,777.5066666666667
100,0.05,37,26449.98,90095.0,0.7933333333333333,914.8766666666667
100,0.05,38,29705.555,110125.0,0.8966666666666666,964.36
100,0.05,39,25232.82,92108.0,0.7533333333333333,909.8566666666667
100,0.05,40,24895.695,109952.0,0.7466666666666667,866.1733333333333
100,0.05,41,29204.11,100009.5,0.8966666666666666,805.27
100,0.05,42,26271.805,120025.5,0.7766666666666667,1016.0933333333334
100,0.05,43,26403.105,89949.5,0.7999999999999999,836.7933333333334
100,0.05,44,31400.27,109974.5,0.9633333333333334,867.3066666666667
100,0.05,45,34921.73,160069.5,1.0766666666666667,906.0100000000001
100,0.05,46,32547.88,89940.0,1.01,787.36
100,0.05,47,30982.805,119983.5,0.9466666666666667,892.91
100,0.05,48,35110.28,130201.5,1.0833333333333333,901.5433333333334
100,0.05,49,30891.45,110102.0,0.9366666666666666,958.7333333333332
100,0.05,50,36137.555,194253.5,1.1166666666666667,910.8933333333333
100,0.05,51,39993.83,240225.5,1.2533333333333332,833.5933333333334
100,0.05,52,42436.77,390525.5,1.33,880.0066666666667
100,0.05,53,47546.685,212084.0,1.5033333333333332,851.12
100,0.05,54,46194.38,300258.5,1.4533333333333334,896.61
100,0.05,55,46304.35,230264.0,1.4766666666666666,710.5666666666666
100,0.05,56,60986.945,320381.5,1.95,864.3733333333333
100,0.05,57,57027.275,370443.5,1.8266666666666669,781.5666666666666
100,0.05,58,54519.315,282316.5,1.7533333333333332,682.6133333333333
100,0.05,59,58722.54,300508.0,1.9000000000000001,621.4966666666667
100,0.05,60,55969.34,280167.5,1.8,699.5466666666666
100,0.05,61,53023.005,230194.5,1.7033333333333334,684.86
100,0.05,62,55343.54,380561.0,1.76,880.73
100,0.05,63,54890.61,222129.0,1.75,832.9033333333333
100,0.05,64,59908.93,300237.5,1.93,712.16
100,0.05,65,62355.245,310312.5,2.0166666666666666,663.89
100,0.05,66,62776.785,320597.5,2.026666666666667,702.8866666666667
100,0.05,67,58221.15,222592.5,1.88,652.5500000000001
100,0.05,68,64300.35,300694.0,2.0833333333333335,646.85
100,0.05,69,64307.05,280353.5,2.0866666666666664,616.3166666666667
100,0.05,70,70191.235,340356.0,2.28,644.6866666666666
100,0.05,71,77024.115,320476.0,2.5100000000000002,621.8633333333333
100,0.05,72,66718.46,420789.5,2.1633333333333336,651.4033333333333
100,0.05,73,59902.32,302358.0,1.9266666666666667,740.6733333333333
100,0.05,74,68851.715,422439.0,2.22,789.7133333333333
100,0.05,75,76138.85,352351.0,2.4766666666666666,657.8333333333334
100,0.05,76,82479.47,352282.5,2.6933333333333334,608.09
100,0.05,77,78500.025,430923.5,2.5500000000000003,709.6833333333334
100,0.05,78,78908.92,380616.0,2.58,554.0566666666667
100,0.05,79,78429.82,390879.0,2.5566666666666666,624.3566666666667
100,0.05,80,65764.33,362227.5,2.1233333333333335,729.1266666666667
100,0.05,81,77171.09,340495.0,2.5100000000000002,668.9633333333334
100,0.05,82,75501.945,340444.0,2.4533333333333336,678.1566666666666
100,0.05,83,73961.745,330533.0,2.396666666666667,729.4233333333333
100,0.05,84,81738.325,471158.5,2.66,690.1666666666666
100,0.05,85,98575.86,523050.5,3.223333333333333,670.2533333333333
100,0.05,86,106367.055,312564.5,3.4933333333333336,572.7433333333333
100,0.05,87,89436.78,370548.5,2.92,657.8933333333333
100,0.05,88,101599.89,462508.5,3.3333333333333335,581.68
100,0.05,89,109046.95,494314.0,3.5700000000000003,692.1
100,0.05,90,102600.11,444210.5,3.3533333333333335,709.4033333333333
100,0.05,91,120342.955,571240.5,3.97,470.49333333333334
100,0.05,92,112108.82,591307.0,3.6799999999999997,617.29
100,0.05,93,100575.135,382494.0,3.296666666666667,606.6866666666666
100,0.05,94,119656.87,500661.5,3.936666666666667,569.4066666666666
100,0.05,95,122130.94,442743.5,4.01,656.1466666666666
100,0.05,96,133423.27,553141.0,4.3933333333333335,591.99
100,0.05,97,119261.84,591102.5,3.9166666666666665,635.6633333333333
100,0.05,98,125924.405,480995.5,4.1466666666666665,558.8766666666667
100,0.05,99,135464.82,531003.0,4.446666666666666,732.29
100,0.05,100,136470.385,511060.5,4.47,827.6533333333333
100,0.1,1,1864.115,11917.0,0.03333333333333333,352.44666666666666
100,0.1,2,2010.16,19843.5,0.03,429.2366666666667
100,0.1,3,3122.485,23969.0,0.05666666666666667,529.52
100,0.1,4,2444.82,13995.5,0.04,471.67333333333335
100,0.1,5,3119.405,21921.0,0.049999999999999996,591.0933333333334
100,0.1,6,3847.81,41934.5,0.06666666666666667,663.5366666666666
100,0.1,7,3185.915,24031.0,0.04666666666666667,643.8633333333333
100,0.1,8,3221.105,22113.5,0.049999999999999996,623.3933333333333
100,0.1,9,4038.11,29871.0,0.08,596.92
100,0.1,10,4175.315,26087.5,0.07333333333333333,703.63
100,0.1,11,5250.325,41863.5,0.09999999999999999,789.6666666666666
100,0.1,12,4388.45,31914.5,0.08666666666666667,643.9
100,0.1,13,4816.46,26090.0,0.09666666666666666,686.0866666666667
100,0.1,14,4791.275,31940.5,0.08333333333333333,803.4499999999999
100,0.1,15,4320.01,21890.0,0.07333333333333333,749.6700000000001
100,0.1,16,4972.045,34034.0,0.09000000000000001,796.3233333333333
100,0.1,17,5551.525,24013.0,0.09666666666666666,916.5666666666666
100,0.1,18,5989.075,26070.0,0.11333333333333334,897.5833333333334
100,0.1,19,6448.585,31945.0,0.12666666666666668,916.4533333333334
100,0.1,20,5725.95,24035.5,0.10666666666666667,877.3833333333333
100,0.1,21,6971.575,39837.0,0.13,1049.7
100,0.1,22,5870.465,44010.5,0.12,796.2466666666666
100,0.1,23,6417.5,36090.0,0.13666666666666666,810.9166666666666
100,0.1,24,6843.205,34037.0,0.14666666666666667,850.41
100,0.1,25,7786.615,44116.0,0.17666666666666667,863.7633333333333
100,0.1,26,7968.885,39991.5,0.18000000000000002,891.27
100,0.1,27,7806.58,44046.0,0.18000000000000002,839.5933333333334
100,0.1,28,8948.125,51949.0,0.19999999999999998,1009.7166666666667
100,0.1,29,11232.125,42142.0,0.27666666666666667,1006.0
100,0.1,30,8654.265,51982.0,0.18999999999999997,1011.6133333333333
100,0.1,31,11279.645,52030.5,0.27666666666666667,1020.54
100,0.1,32,9363.635,51948.0,0.22,951.37
100,0.1,33,11375.075,54036.5,0.27666666666666667,1050.0166666666667
100,0.1,34,11349.465,71911.0,0.2833333333333333,978.5799999999999
100,0.1,35,14717.67,79911.5,0.3933333333333333,1000.3566666666667
100,0.1,36,15052.33,60160.5,0.42,854.2600000000001
100,0.1,37,13916.715,79915.5,0.37666666666666665,904.8966666666666
100,0.1,38,14300.46,69980.0,0.37999999999999995,995.57
100,0.1,39,14944.025,52085.0,0.4066666666666667,945.7666666666668
100,0.1,40,15421.975,69960.5,0.42,971.5
100,0.1,41,15844.12,51998.5,0.4266666666666667,1039.4566666666667
100,0.1,42,16160.05,61955.5,0.4466666666666667,950.7333333333332
100,0.1,43,13921.475,62032.5,0.37000000000000005,968.6666666666666
100,0.1,44,14500.885,61978.0,0.39999999999999997,868.6533333333333
100,0.1,45,13976.435,69908.5,0.3833333333333333,859.5866666666667
100,0.1,46,16308.27,62082.5,0.45333333333333337,933.7233333333334
100,0.1,47,16466.02,79937.0,0.47333333333333333,793.8566666666667
100,0.1,48,20291.27,130165.0,0.5866666666666667,929.0233333333334
100,0.1,49,18326.76,74000.5,0.5166666666666667,971.2866666666667
100,0.1,50,18282.715,79921.0,0.52,925.6466666666666
100,0.1,51,15980.745,70023.0,0.44333333333333336,924.4233333333333
100,0.1,52,20666.32,71943.0,0.5966666666666667,951.7233333333334
100,0.1,53,21986.83,82476.5,0.64,958.0933333333334
100,0.1,54,24081.125,89906.0,0.7233333333333333,830.3000000000001
100,0.1,55,20399.91,100126.0,0.6,835.4366666666666
100,0.1,56,21376.855,80089.0,0.6266666666666666,890.7766666666666
100,0.1,57,24368.035,120025.0,0.7266666666666667,889.37
100,0.1,58,30166.29,200315.0,0.9133333333333334,951.2800000000001
100,0.1,59,26020.935,92094.0,0.7933333333333333,779.3533333333334
100,0.1,60,25595.115,112344.0,0.7633333333333333,928.73
100,0.1,61,30283.14,130127.0,0.94,736.1966666666667
100,0.1,62,31914.21,132133.0,0.9900000000000001,776.5366666666667
100,0.1,63,29263.425,130094.5,0.8833333333333333,950.9
100,0.1,64,36009.26,182249.0,1.11,933.5033333333334
100,0.1,65,35496.595,170112.5,1.0933333333333333,928.4733333333334
100,0.1,66,39010.295,192315.5,1.2066666666666668,964.9899999999999
100,0.1,67,37840.825,182329.0,1.17,944.25
100,0.1,68,37393.925,250352.0,1.16,896.9
100,0.1,69,46555.23,162293.0,1.4633333333333332,915.8933333333333
100,0.1,70,40579.925,150186.0,1.2633333333333334,924.9333333333334
100,0.1,71,43036.995,290499.0,1.3466666666666667,909.7066666666666
100,0.1,72,41843.805,202219.0,1.3033333333333335,944.0100000000001
100,0.1,73,38066.945,160088.0,1.18,918.9899999999999
100,0.1,74,55752.69,361142.0,1.7833333333333332,789.1966666666667
100,0.1,75,43459.78,331325.5,1.36,917.91
100,0.1,76,47152.92,224080.0,1.49,852.59
100,0.1,77,48121.95,210730.0,1.5199999999999998,873.3333333333334
100,0.1,78,47961.225,212845.5,1.5133333333333334,886.8000000000001
100,0.1,79,58133.635,320868.0,1.87,720.6033333333334
100,0.1,80,57121.94,240755.5,1.8499999999999999,589.78
100,0.1,81,67895.815,451190.0,2.1933333333333334,741.2466666666666
100,0.1,82,68300.865,270530.0,2.1966666666666668,836.0133333333333
100,0.1,83,63760.745,301429.5,2.0466666666666664,823.2733333333334
100,0.1,84,68599.12,330386.0,2.216666666666667,740.39
100,0.1,85,74601.955,276072.5,2.4166666666666665,743.0100000000001
100,0.1,86,68121.125,400968.0,2.1933333333333334,812.9833333333332
100,0.1,87,66866.01,391015.5,2.17,637.12
100,0.1,88,75000.36,360844.5,2.4433333333333334,615.8866666666667
100,0.1,89,61843.93,400898.0,2.0,661.0600000000001
100,0.1,90,87493.77,441021.5,2.86,614.6233333333333
100,0.1,91,82062.085,451137.0,2.67,699.32
100,0.1,92,89078.9,431082.0,2.9033333333333338,703.75
100,0.1,93,83401.815,561342.5,2.716666666666667,679.73
100,0.1,94,86117.92,443163.0,2.81,653.4733333333334
100,0.1,95,98677.885,406055.0,3.233333333333333,609.22
100,0.1,96,90325.625,762024.5,2.953333333333333,625.7666666666667
100,0.1,97,102104.595,511546.5,3.3366666666666664,713.7566666666667
100,0.1,98,94537.705,652418.5,3.08,756.3433333333334
100,0.1,99,85452.635,451030.5,2.78,728.6866666666666
100,0.1,100,110540.76,551612.5,3.606666666666667,820.1700000000001
